from_station_cd,from_station_name,to_station_cd,to_station_name,line_cd,distance_km
1110101,函館,1110102,五稜郭,11101,3.371
1110102,五稜郭,1110103,桔梗,11101,4.85
1110103,桔梗,1110104,大中山,11101,2.166
1110104,大中山,1110105,七飯,11101,3.234
1110105,七飯,1110106,新函館北斗,11101,4.038
1110106,新函館北斗,1110107,仁山,11101,2.893
1110107,仁山,1110108,大沼,11101,5.453
1110108,大沼,1110109,大沼公園,11101,1.002
1110109,大沼公園,1110110,赤井川,11101,3.341
1110110,赤井川,1110111,駒ケ岳,11101,4.764
1110111,駒ケ岳,1110112,東山,11101,2.584
1110112,東山,1110113,姫川,11101,2.45
1110113,姫川,1110114,池田園,11101,13.495
1110114,池田園,1110115,流山温泉,11101,1.943
1110115,流山温泉,1110116,銚子口,11101,1.379
1110116,銚子口,1110117,鹿部,11101,6.866
1110117,鹿部,1110118,渡島沼尻,11101,5.135
1110118,渡島沼尻,1110119,渡島砂原,11101,5.063
1110119,渡島砂原,1110120,掛澗,11101,3.596
1110120,掛澗,1110121,尾白内,11101,2.826
1110121,尾白内,1110122,東森,11101,1.715
1110122,東森,1110123,森,11101,1.64
1110123,森,1110124,桂川,11101,2.668
1110124,桂川,1110125,石谷,11101,3.721
1110125,石谷,1110126,本石倉,11101,3.916
1110126,本石倉,1110127,石倉,11101,1.841
1110127,石倉,1110128,落部,11101,3.512
1110128,落部,1110129,野田生,11101,4.942
1110129,野田生,1110130,山越,11101,4.348
1110130,山越,1110131,八雲,11101,5.032
1110131,八雲,1110132,鷲ノ巣,11101,2.794
1110132,鷲ノ巣,1110133,山崎,11101,4.049
1110133,山崎,1110134,黒岩,11101,6.07
1110134,黒岩,1110135,北豊津,11101,3.719
1110135,北豊津,1110136,国縫,11101,4.664
1110136,国縫,1110137,中ノ沢,11101,4.765
1110137,中ノ沢,1110138,長万部,11101,4.518
1110201,長万部,1110202,二股,11102,8.333
1110202,二股,1110203,蕨岱,11102,5.647
1110203,蕨岱,1110204,黒松内,11102,4.85
1110204,黒松内,1110205,熱郛,11102,5.712
1110205,熱郛,1110206,目名,11102,12.076
1110206,目名,1110207,蘭越,11102,7.041
1110207,蘭越,1110208,昆布,11102,5.528
1110208,昆布,1110209,ニセコ,11102,7.317
1110209,ニセコ,1110210,比羅夫,11102,5.405
1110210,比羅夫,1110211,倶知安,11102,6.189
1110211,倶知安,1110212,小沢,11102,9.562
1110212,小沢,1110213,銀山,11102,8.265
1110213,銀山,1110214,然別,11102,9.576
1110214,然別,1110215,仁木,11102,4.173
1110215,仁木,1110216,余市,11102,4.107
1110216,余市,1110217,蘭島,11102,4.985
1110217,蘭島,1110218,塩谷,11102,5.704
1110218,塩谷,1110219,小樽,11102,5.632
1110301,小樽,1110302,南小樽,11103,1.653
1110302,南小樽,1110303,小樽築港,11103,1.833
1110303,小樽築港,1110304,朝里,11103,2.86
1110304,朝里,1110305,銭函,11103,8.626
1110305,銭函,1110306,ほしみ,11103,2.776
1110306,ほしみ,1110307,星置,11103,1.586
1110307,星置,1110308,稲穂,11103,1.088
1110308,稲穂,1110309,手稲,11103,1.907
1110309,手稲,1110310,稲積公園,11103,1.416
1110310,稲積公園,1110311,発寒,11103,2.126
1110311,発寒,1110312,発寒中央,11103,1.825
1110312,発寒中央,1110313,琴似,11103,1.352
1110313,琴似,1110314,桑園,11103,2.336
1110314,桑園,1110315,札幌,11103,1.54
1110315,札幌,1110316,苗穂,11103,2.173
1110316,苗穂,1110317,白石,11103,3.312
1110317,白石,1110318,厚別,11103,4.206
1110318,厚別,1110319,森林公園,11103,1.906
1110319,森林公園,1110320,大麻,11103,2.177
1110320,大麻,1110321,野幌,11103,3.49
1110321,野幌,1110322,高砂,11103,1.219
1110322,高砂,1110323,江別,11103,1.72
1110323,江別,1110324,豊幌,11103,6.234
1110324,豊幌,1110325,幌向,11103,3.024
1110325,幌向,1110326,上幌向,11103,5.9
1110326,上幌向,1110327,岩見沢,11103,4.347
1110327,岩見沢,1110328,峰延,11103,8.082
1110328,峰延,1110329,光珠内,11103,3.945
1110329,光珠内,1110330,美唄,11103,4.466
1110330,美唄,1110331,茶志内,11103,4.44
1110331,茶志内,1110332,奈井江,11103,6.124
1110332,奈井江,1110333,豊沼,11103,4.606
1110333,豊沼,1110334,砂川,11103,3.325
1110334,砂川,1110335,滝川,11103,6.91
1110335,滝川,1110336,江部乙,11103,8.521
1110336,江部乙,1110337,妹背牛,11103,7.456
1110337,妹背牛,1110338,深川,11103,6.903
1110338,深川,1110339,納内,11103,7.22
1110339,納内,1110340,伊納,11103,11.878
1110340,伊納,1110341,近文,11103,5.181
1110341,近文,1110342,旭川,11103,3.869
1110401,長万部,1110402,静狩,11104,10.573
1110402,静狩,1110403,小幌,11104,6.363
1110403,小幌,1110404,礼文,11104,4.832
1110404,礼文,1110405,大岸,11104,3.657
1110405,大岸,1110406,豊浦,11104,6.28
1110406,豊浦,1110407,洞爺,11104,5.177
1110407,洞爺,1110408,有珠,11104,4.82
1110408,有珠,1110409,長和,11104,4.288
1110409,長和,1110410,伊達紋別,11104,2.768
1110410,伊達紋別,1110411,北舟岡,11104,2.903
1110411,北舟岡,1110412,稀府,11104,3.167
1110412,稀府,1110413,黄金,11104,4.412
1110413,黄金,1110414,崎守,11104,2.11
1110414,崎守,1110415,本輪西,11104,4.475
1110415,本輪西,1110416,室蘭,11104,4.547
1110416,室蘭,1110417,母恋,11104,1.178
1110417,母恋,1110418,御崎,11104,1.341
1110418,御崎,1110419,輪西,11104,1.11
1110419,輪西,1110420,東室蘭,11104,2.428
1110420,東室蘭,1110421,鷲別,11104,1.755
1110421,鷲別,1110422,幌別,11104,7.702
1110422,幌別,1110423,富浦,11104,5.419
1110423,富浦,1110424,登別,11104,2.271
1110424,登別,1110425,虎杖浜,11104,3.134
1110425,虎杖浜,1110426,竹浦,11104,4.858
1110426,竹浦,1110427,北吉原,11104,2.784
1110427,北吉原,1110428,萩野,11104,2.106
1110428,萩野,1110429,白老,11104,5.791
1110429,白老,1110430,社台,11104,5.401
1110430,社台,1110431,錦岡,11104,6.297
1110431,錦岡,1110432,糸井,11104,5.313
1110432,糸井,1110433,青葉,11104,1.99
1110433,青葉,1110434,苫小牧,11104,2.572
1110501,苫小牧,1110502,沼ノ端,11105,8.659
1110502,沼ノ端,1110503,遠浅,11105,8.936
1110503,遠浅,1110504,早来,11105,5.384
1110504,早来,1110505,安平,11105,5.499
1110505,安平,1110506,追分,11105,6.701
1110506,追分,1110507,三川,11105,8.015
1110507,三川,1110508,古山,11105,3.406
1110508,古山,1110509,由仁,11105,4.161
1110509,由仁,1110510,栗山,11105,5.178
1110510,栗山,1110511,栗丘,11105,3.956
1110511,栗丘,1110512,栗沢,11105,3.901
1110512,栗沢,1110513,志文,11105,4.302
1110513,志文,1110514,岩見沢,11105,5.18
1110601,滝川,1110602,東滝川,11106,6.737
1110602,東滝川,1110603,赤平,11106,5.895
1110603,赤平,1110604,茂尻,11106,3.349
1110604,茂尻,1110605,平岸,11106,3.393
1110605,平岸,1110606,芦別,11106,5.613
1110606,芦別,1110607,上芦別,11106,3.761
1110607,上芦別,1110608,野花南,11106,4.405
1110608,野花南,1110609,島ノ下,11106,13.226
1110609,島ノ下,1110610,富良野,11106,4.492
1110610,富良野,1110611,布部,11106,6.175
1110611,布部,1110612,山部,11106,5.486
1110612,山部,1110613,下金山,11106,5.935
1110613,下金山,1110614,金山,11106,6.807
1110614,金山,1110615,東鹿越,11106,9.239
1110615,東鹿越,1110616,幾寅,11106,3.741
1110616,幾寅,1110617,落合,11106,9.046
1110617,落合,1110618,新得,11106,14.079
1110701,新得,1110702,十勝清水,11107,8.635
1110702,十勝清水,1110703,羽帯,11107,6.542
1110703,羽帯,1110704,御影,11107,2.902
1110704,御影,1110705,芽室,11107,9.831
1110705,芽室,1110706,大成,11107,2.132
1110706,大成,1110707,西帯広,11107,4.526
1110707,西帯広,1110708,柏林台,11107,3.154
1110708,柏林台,1110709,帯広,11107,3.281
1110709,帯広,1110710,札内,11107,4.461
1110710,札内,1110711,稲士別,11107,3.499
1110711,稲士別,1110712,幕別,11107,5.049
1110712,幕別,1110713,利別,11107,6.088
1110713,利別,1110714,池田,11107,2.712
1110714,池田,1110715,十弗,11107,8.347
1110715,十弗,1110716,豊頃,11107,5.252
1110716,豊頃,1110717,新吉野,11107,7.169
1110717,新吉野,1110718,浦幌,11107,5.063
1110718,浦幌,1110719,上厚内,11107,8.345
1110719,上厚内,1110720,厚内,11107,5.825
1110720,厚内,1110721,直別,11107,6.214
1110721,直別,1110722,尺別,11107,3.818
1110722,尺別,1110723,音別,11107,3.18
1110723,音別,1110724,古瀬,11107,9.019
1110724,古瀬,1110725,白糠,11107,5.633
1110725,白糠,1110726,西庶路,11107,4.847
1110726,西庶路,1110727,庶路,11107,1.84
1110727,庶路,1110728,大楽毛,11107,10.464
1110728,大楽毛,1110729,新大楽毛,11107,1.763
1110729,新大楽毛,1110730,新富士,11107,4.572
1110730,新富士,1110731,釧路,11107,2.82
1110801,釧路,1110802,東釧路,11108,2.44
1110802,東釧路,1110803,武佐,11108,1.321
1110803,武佐,1110804,別保,11108,3.506
1110804,別保,1110805,上尾幌,11108,12.374
1110805,上尾幌,1110806,尾幌,11108,7.599
1110806,尾幌,1110807,門静,11108,7.747
1110807,門静,1110808,厚岸,11108,4.773
1110808,厚岸,1110809,糸魚沢,11108,8.618
1110809,糸魚沢,1110810,茶内,11108,8.804
1110810,茶内,1110811,浜中,11108,6.609
1110811,浜中,1110812,姉別,11108,8.826
1110812,姉別,1110813,厚床,11108,5.857
1110813,厚床,1110814,初田牛,11108,6.304
1110814,初田牛,1110815,別当賀,11108,8.316
1110815,別当賀,1110816,落石,11108,8.084
1110816,落石,1110817,昆布盛,11108,3.846
1110817,昆布盛,1110818,西和田,11108,4.387
1110818,西和田,1110819,花咲,11108,4.06
1110819,花咲,1110820,東根室,11108,3.62
1110820,東根室,1110821,根室,11108,1.23
1110901,苫小牧,1110902,沼ノ端,11109,8.659
1110902,沼ノ端,1110903,植苗,11109,5.769
1110903,植苗,1110904,美々,11109,7.356
1110904,美々,1110905,新千歳空港,11109,2.737
1110905,新千歳空港,1110906,南千歳,11109,2.322
1110906,南千歳,1110907,千歳,11109,2.939
1110907,千歳,1110908,長都,11109,3.568
1110908,長都,1110909,サッポロビール庭園,11109,2.157
1110909,サッポロビール庭園,1110910,恵庭,11109,2.401
1110910,恵庭,1110911,恵み野,11109,2.385
1110911,恵み野,1110912,島松,11109,2.204
1110912,島松,1110913,北広島,11109,6.361
1110913,北広島,1110914,上野幌,11109,7.407
1110914,上野幌,1110915,新札幌,11109,2.787
1110915,新札幌,1110916,平和,11109,2.941
1110916,平和,1110917,白石,11109,2.159
1110917,白石,1110918,苗穂,11109,3.312
1110918,苗穂,1110919,札幌,11109,2.173
1111001,南千歳,1111002,追分,11110,13.205
1111002,追分,1111003,東追分,11110,3.68
1111003,東追分,1111004,川端,11110,5.273
1111004,川端,1111005,滝ノ上,11110,6.655
1111005,滝ノ上,1111006,十三里,11110,3.956
1111006,十三里,1111007,新夕張,11110,2.631
1111007,新夕張,1111008,沼ノ沢,11110,2.379
1111008,沼ノ沢,1111009,南清水沢,11110,3.656
1111009,南清水沢,1111010,清水沢,11110,1.446
1111010,清水沢,1111011,鹿ノ谷,11110,5.751
1111011,鹿ノ谷,1111012,夕張,11110,1.299
1111012,夕張,1111013,占冠,11110,35.751
1111013,占冠,1111014,トマム,11110,18.51
1111014,トマム,1111015,新得,11110,18.234
1111101,苫小牧,1111102,勇払,11111,10.729
1111102,勇払,1111103,浜厚真,11111,9.41
1111103,浜厚真,1111104,浜田浦,11111,4.205
1111104,浜田浦,1111105,鵡川,11111,3.547
1111105,鵡川,1111106,汐見,11111,3.641
1111106,汐見,1111107,富川,11111,7.221
1111107,富川,1111108,日高門別,11111,5.81
1111108,日高門別,1111109,豊郷,11111,4.267
1111109,豊郷,1111110,清畠,11111,4.721
1111110,清畠,1111111,厚賀,11111,4.271
1111111,厚賀,1111112,大狩部,11111,5.264
1111112,大狩部,1111113,節婦,11111,1.981
1111113,節婦,1111114,新冠,11111,3.892
1111114,新冠,1111115,静内,11111,4.757
1111115,静内,1111116,静内海水浴場,11111,4.148
1111116,静内海水浴場,1111117,東静内,11111,4.235
1111117,東静内,1111118,春立,11111,5.641
1111118,春立,1111119,日高東別,11111,2.298
1111119,日高東別,1111120,日高三石,11111,5.286
1111120,日高三石,1111121,蓬栄,11111,3.652
1111121,蓬栄,1111122,本桐,11111,2.81
1111122,本桐,1111123,荻伏,11111,6.743
1111123,荻伏,1111124,絵笛,11111,3.941
1111124,絵笛,1111125,浦河,11111,4.353
1111125,浦河,1111126,東町,11111,2.079
1111126,東町,1111127,日高幌別,11111,4.055
1111127,日高幌別,1111128,鵜苫,11111,4.053
1111128,鵜苫,1111129,西様似,11111,2.207
1111129,西様似,1111130,様似,11111,2.529
1111201,札幌,1111202,桑園,11112,1.54
1111202,桑園,1111203,八軒,11112,1.979
1111203,八軒,1111204,新川,11112,1.469
1111204,新川,1111205,新琴似,11112,1.837
1111205,新琴似,1111206,太平,11112,1.7
1111206,太平,1111207,百合が原,11112,1.228
1111207,百合が原,1111208,篠路,11112,1.549
1111208,篠路,1111209,拓北,11112,1.782
1111209,拓北,1111210,あいの里教育大,11112,1.412
1111210,あいの里教育大,1111211,あいの里公園,11112,1.373
1111211,あいの里公園,1111212,石狩太美,11112,4.305
1111212,石狩太美,1111213,石狩当別,11112,6.355
1111213,石狩当別,1111214,北海道医療大学,11112,3.092
1111214,北海道医療大学,1111215,石狩金沢,11112,2.242
1111215,石狩金沢,1111216,本中小屋,11112,4.275
1111216,本中小屋,1111217,中小屋,11112,3.087
1111217,中小屋,1111218,月ケ岡,11112,2.374
1111218,月ケ岡,1111219,知来乙,11112,2.619
1111219,知来乙,1111220,石狩月形,11112,1.995
1111220,石狩月形,1111221,豊ケ岡,11112,4.558
1111221,豊ケ岡,1111222,札比内,11112,2.371
1111222,札比内,1111223,晩生内,11112,4.367
1111223,晩生内,1111224,札的,11112,2.905
1111224,札的,1111225,浦臼,11112,1.724
1111225,浦臼,1111226,鶴沼,11112,3.514
1111226,鶴沼,1111227,於札内,11112,1.752
1111227,於札内,1111228,南下徳富,11112,1.392
1111228,南下徳富,1111229,下徳富,11112,2.109
1111229,下徳富,1111230,新十津川,11112,4.997
1111301,深川,1111302,北一已,11113,3.183
1111302,北一已,1111303,秩父別,11113,4.826
1111303,秩父別,1111304,北秩父別,11113,2.321
1111304,北秩父別,1111305,石狩沼田,11113,3.139
1111305,石狩沼田,1111306,真布,11113,3.372
1111306,真布,1111307,恵比島,11113,2.877
1111307,恵比島,1111308,峠下,11113,5.017
1111308,峠下,1111309,幌糠,11113,4.877
1111309,幌糠,1111310,藤山,11113,4.638
1111310,藤山,1111311,大和田,11113,3.506
1111311,大和田,1111312,留萌,11113,4.874
1111312,留萌,1111313,瀬越,11113,1.611
1111313,瀬越,1111314,浜中海水浴場,11113,0.533
1111314,浜中海水浴場,1111315,礼受,11113,3.315
1111315,礼受,1111316,阿分,11113,1.259
1111316,阿分,1111317,信砂,11113,2.576
1111317,信砂,1111318,舎熊,11113,0.934
1111318,舎熊,1111319,朱文別,11113,1.572
1111319,朱文別,1111320,箸別,11113,1.032
1111320,箸別,1111321,増毛,11113,1.952
1111401,旭川,1111402,神楽岡,11114,2.053
1111402,神楽岡,1111403,緑が丘,11114,1.663
1111403,緑が丘,1111404,西御料,11114,1.231
1111404,西御料,1111405,西瑞穂,11114,2.214
1111405,西瑞穂,1111406,西神楽,11114,2.439
1111406,西神楽,1111407,西聖和,11114,2.265
1111407,西聖和,1111408,千代ケ岡,11114,4.028
1111408,千代ケ岡,1111409,北美瑛,11114,3.681
1111409,北美瑛,1111410,美瑛,11114,3.302
1111410,美瑛,1111411,美馬牛,11114,6.092
1111411,美馬牛,1111412,上富良野,11114,8.341
1111412,上富良野,1111413,西中,11114,4.405
1111413,西中,1111414,ラベンダー畑,11114,1.177
1111414,ラベンダー畑,1111415,中富良野,11114,1.975
1111415,中富良野,1111416,鹿討,11114,2.402
1111416,鹿討,1111417,学田,11114,2.806
1111417,学田,1111418,富良野,11114,2.168
1111501,旭川,1111502,旭川四条,11115,1.448
1111502,旭川四条,1111503,新旭川,11115,1.932
1111503,新旭川,1111504,永山,11115,5.488
1111504,永山,1111505,北永山,11115,2.135
1111505,北永山,1111506,南比布,11115,3.131
1111506,南比布,1111507,比布,11115,2.372
1111507,比布,1111508,北比布,11115,3.059
1111508,北比布,1111509,蘭留,11115,2.606
1111509,蘭留,1111510,塩狩,11115,4.991
1111510,塩狩,1111511,和寒,11115,7.295
1111511,和寒,1111512,東六線,11115,5.132
1111512,東六線,1111513,剣淵,11115,3.6
1111513,剣淵,1111514,北剣淵,11115,4.895
1111514,北剣淵,1111515,士別,11115,3.772
1111515,士別,1111516,下士別,11115,4.28
1111516,下士別,1111517,多寄,11115,3.415
1111517,多寄,1111518,瑞穂,11115,2.786
1111518,瑞穂,1111519,風連,11115,3.517
1111519,風連,1111520,東風連,11115,4.279
1111520,東風連,1111521,名寄,11115,3.635
1111521,名寄,1111522,日進,11115,3.597
1111522,日進,1111523,北星,11115,7.349
1111523,北星,1111524,智恵文,11115,1.881
1111524,智恵文,1111525,智北,11115,1.757
1111525,智北,1111526,南美深,11115,2.085
1111526,南美深,1111527,美深,11115,2.643
1111527,美深,1111528,初野,11115,3.513
1111528,初野,1111529,紋穂内,11115,2.893
1111529,紋穂内,1111530,恩根内,11115,6.911
1111530,恩根内,1111531,豊清水,11115,5.512
1111531,豊清水,1111532,天塩川温泉,11115,2.986
1111532,天塩川温泉,1111533,咲来,11115,3.155
1111533,咲来,1111534,音威子府,11115,4.131
1111534,音威子府,1111535,筬島,11115,5.017
1111535,筬島,1111536,佐久,11115,11.799
1111536,佐久,1111537,天塩中川,11115,7.838
1111537,天塩中川,1111538,歌内,11115,7.847
1111538,歌内,1111539,問寒別,11115,4.114
1111539,問寒別,1111540,糠南,11115,2.155
1111540,糠南,1111541,雄信内,11115,5.219
1111541,雄信内,1111542,安牛,11115,5.357
1111542,安牛,1111543,南幌延,11115,1.849
1111543,南幌延,1111544,上幌延,11115,2.323
1111544,上幌延,1111545,幌延,11115,4.226
1111545,幌延,1111546,下沼,11115,7.321
1111546,下沼,1111547,豊富,11115,7.582
1111547,豊富,1111548,徳満,11115,4.871
1111548,徳満,1111549,兜沼,11115,9.287
1111549,兜沼,1111550,勇知,11115,4.449
1111550,勇知,1111551,抜海,11115,7.141
1111551,抜海,1111552,南稚内,11115,9.526
1111552,南稚内,1111553,稚内,11115,2.146
1111601,旭川,1111602,旭川四条,11116,1.448
1111602,旭川四条,1111603,新旭川,11116,1.932
1111603,新旭川,1111604,南永山,11116,1.906
1111604,南永山,1111605,東旭川,11116,2.687
1111605,東旭川,1111606,北日ノ出,11116,2.058
1111606,北日ノ出,1111607,桜岡,11116,2.783
1111607,桜岡,1111608,当麻,11116,3.567
1111608,当麻,1111609,将軍山,11116,3.575
1111609,将軍山,1111610,伊香牛,11116,2.086
1111610,伊香牛,1111611,愛別,11116,5.21
1111611,愛別,1111612,中愛別,11116,5.875
1111612,中愛別,1111613,愛山,11116,3.881
1111613,愛山,1111614,安足間,11116,1.921
1111614,安足間,1111615,東雲,11116,2.04
1111615,東雲,1111616,上川,11116,4.073
1111616,上川,1111617,上白滝,11116,30.425
1111617,上白滝,1111618,白滝,11116,3.047
1111618,白滝,1111619,旧白滝,11116,5.97
1111619,旧白滝,1111620,下白滝,11116,4.177
1111620,下白滝,1111621,丸瀬布,11116,8.371
1111621,丸瀬布,1111622,瀬戸瀬,11116,6.813
1111622,瀬戸瀬,1111623,遠軽,11116,9.818
1111623,遠軽,1111624,安国,11116,7.542
1111624,安国,1111625,生野,11116,3.72
1111625,生野,1111626,生田原,11116,4.034
1111626,生田原,1111627,金華,11116,13.681
1111627,金華,1111628,西留辺蘂,11116,3.273
1111628,西留辺蘂,1111629,留辺蘂,11116,1.456
1111629,留辺蘂,1111630,相内,11116,10.902
1111630,相内,1111631,東相内,11116,4.387
1111631,東相内,1111632,西北見,11116,2.588
1111632,西北見,1111633,北見,11116,4.548
1111633,北見,1111634,柏陽,11116,2.622
1111634,柏陽,1111635,愛し野,11116,2.251
1111635,愛し野,1111636,端野,11116,1.319
1111636,端野,1111637,緋牛内,11116,5.645
1111637,緋牛内,1111638,美幌,11116,9.759
1111638,美幌,1111639,西女満別,11116,5.891
1111639,西女満別,1111640,女満別,11116,4.366
1111640,女満別,1111641,呼人,11116,6.573
1111641,呼人,1111642,網走,11116,6.852
1111701,網走,1111702,桂台,11117,1.56
1111702,桂台,1111703,鱒浦,11117,4.258
1111703,鱒浦,1111704,藻琴,11117,2.453
1111704,藻琴,1111705,北浜,11117,2.818
1111705,北浜,1111706,原生花園,11117,5.324
1111706,原生花園,1111707,浜小清水,11117,3.198
1111707,浜小清水,1111708,止別,11117,5.515
1111708,止別,1111709,知床斜里,11117,11.424
1111709,知床斜里,1111710,中斜里,11117,4.024
1111710,中斜里,1111711,南斜里,11117,2.132
1111711,南斜里,1111712,清里町,11117,4.555
1111712,清里町,1111713,札弦,11117,7.661
1111713,札弦,1111714,緑,11117,7.876
1111714,緑,1111715,川湯温泉,11117,11.977
1111715,川湯温泉,1111716,美留和,11117,6.967
1111716,美留和,1111717,摩周,11117,7.847
1111717,摩周,1111718,南弟子屈,11117,7.708
1111718,南弟子屈,1111719,磯分内,11117,6.344
1111719,磯分内,1111720,標茶,11117,10.005
1111720,標茶,1111721,五十石,11117,8.366
1111721,五十石,1111722,茅沼,11117,5.3
1111722,茅沼,1111723,塘路,11117,5.628
1111723,塘路,1111724,細岡,11117,5.639
1111724,細岡,1111725,釧路湿原,11117,1.843
1111725,釧路湿原,1111726,遠矢,11117,5.93
1111726,遠矢,1111727,東釧路,11117,6.996
1111727,東釧路,1111728,釧路,11117,2.44
1111801,中小国,1111802,津軽今別,11118,12.395
1111802,津軽今別,1111803,竜飛海底,11118,18.784
1111803,竜飛海底,1111804,吉岡海底,11118,22.473
1111804,吉岡海底,1111805,知内,11118,19.381
1111805,知内,1111806,木古内,11118,11.842
1111901,江差,1111902,上ノ国,11119,5.698
1111902,上ノ国,1111903,中須田,11119,2.921
1111903,中須田,1111904,桂岡,11119,2.096
1111904,桂岡,1111905,宮越,11119,1.969
1111905,宮越,1111906,湯ノ岱,11119,5.051
1111906,湯ノ岱,1111907,神明,11119,2.536
1111907,神明,1111908,吉堀,11119,10.965
1111908,吉堀,1111909,渡島鶴岡,11119,3.038
1120201,新庄,1120202,泉田,11202,5.481
1120202,泉田,1120203,羽前豊里,11202,6.497
1120203,羽前豊里,1120204,真室川,11202,2.626
1120204,真室川,1120205,釜淵,11202,8.328
1120205,釜淵,1120206,大滝,11202,6.498
1120206,大滝,1120207,及位,11202,4.272
1120207,及位,1120208,院内,11202,7.776
1120208,院内,1120209,横堀,11202,3.634
1120209,横堀,1120210,三関,11202,5.8
1120210,三関,1120211,上湯沢,11202,2.674
1120211,上湯沢,1120212,湯沢,11202,3.253
1120212,湯沢,1120213,下湯沢,11202,3.983
1120213,下湯沢,1120214,十文字,11202,3.364
1120214,十文字,1120215,醍醐,11202,3.238
1120215,醍醐,1120216,柳田,11202,3.348
1120216,柳田,1120217,横手,11202,3.796
1120217,横手,1120218,後三年,11202,6.375
1120218,後三年,1120219,飯詰,11202,4.982
1120219,飯詰,1120220,大曲,11202,7.314
1120220,大曲,1120221,神宮寺,11202,5.592
1120221,神宮寺,1120222,刈和野,11202,7.485
1120222,刈和野,1120223,峰吉川,11202,4.719
1120223,峰吉川,1120224,羽後境,11202,5.796
1120224,羽後境,1120225,大張野,11202,6.374
1120225,大張野,1120226,和田,11202,4.935
1120226,和田,1120227,四ツ小屋,11202,6.425
1120227,四ツ小屋,1120228,秋田,11202,6.294
1120228,秋田,1120229,土崎,11202,6.686
1120229,土崎,1120230,上飯島,11202,2.363
1120230,上飯島,1120231,追分,11202,3.521
1120231,追分,1120232,大久保,11202,6.794
1120232,大久保,1120233,羽後飯塚,11202,3.243
1120233,羽後飯塚,1120234,井川さくら,11202,1.458
1120234,井川さくら,1120235,八郎潟,11202,3.946
1120235,八郎潟,1120236,鯉川,11202,5.449
1120236,鯉川,1120237,鹿渡,11202,5.384
1120237,鹿渡,1120238,森岳,11202,6.586
1120238,森岳,1120239,北金岡,11202,4.351
1120239,北金岡,1120240,東能代,11202,5.528
1120240,東能代,1120241,鶴形,11202,4.685
1120241,鶴形,1120242,富根,11202,4.856
1120242,富根,1120243,二ツ井,11202,5.391
1120243,二ツ井,1120244,前山,11202,6.513
1120244,前山,1120245,鷹ノ巣,11202,5.241
1120245,鷹ノ巣,1120246,糠沢,11202,3.183
1120246,糠沢,1120247,早口,11202,4.783
1120247,早口,1120248,下川沿,11202,4.2
1120248,下川沿,1120249,大館,11202,5.198
1120249,大館,1120250,白沢,11202,6.329
1120250,白沢,1120251,陣場,11202,6.889
1120251,陣場,1120252,津軽湯の沢,11202,5.214
1120252,津軽湯の沢,1120253,碇ケ関,11202,4.206
1120253,碇ケ関,1120254,長峰,11202,4.437
1120254,長峰,1120255,大鰐温泉,11202,3.116
1120255,大鰐温泉,1120256,石川,11202,4.892
1120256,石川,1120257,弘前,11202,6.218
1120257,弘前,1120258,撫牛子,11202,2.624
1120258,撫牛子,1120259,川部,11202,3.479
1120259,川部,1120260,北常盤,11202,3.231
1120260,北常盤,1120261,浪岡,11202,5.407
1120261,浪岡,1120262,大釈迦,11202,5.208
1120262,大釈迦,1120263,鶴ケ坂,11202,5.517
1120263,鶴ケ坂,1120264,津軽新城,11202,5.149
1120264,津軽新城,1120265,新青森,11202,1.805
1120265,新青森,1120266,青森,11202,3.474
1120301,野辺地,1120302,北野辺地,11203,2.151
1120302,北野辺地,1120303,有戸,11203,6.649
1120303,有戸,1120304,吹越,11203,12.946
1120304,吹越,1120305,陸奥横浜,11203,7.178
1120305,陸奥横浜,1120306,有畑,11203,5.508
1120306,有畑,1120307,近川,11203,6.661
1120307,近川,1120308,金谷沢,11203,4.861
1120308,金谷沢,1120309,赤川,11203,5.428
1120309,赤川,1120310,下北,11203,2.333
1120310,下北,1120311,大湊,11203,2.366
1120401,東能代,1120402,能代,11204,3.237
1120402,能代,1120403,向能代,11204,2.184
1120403,向能代,1120404,北能代,11204,3.197
1120404,北能代,1120405,鳥形,11204,1.941
1120405,鳥形,1120406,沢目,11204,2.725
1120406,沢目,1120407,東八森,11204,4.046
1120407,東八森,1120408,八森,11204,4.537
1120408,八森,1120409,滝ノ間,11204,1.637
1120409,滝ノ間,1120410,あきた白神,11204,1.426
1120410,あきた白神,1120411,岩館,11204,2.847
1120411,岩館,1120412,大間越,11204,9.679
1120412,大間越,1120413,白神岳登山口,11204,2.351
1120413,白神岳登山口,1120414,松神,11204,2.395
1120414,松神,1120415,十二湖,11204,1.89
1120415,十二湖,1120416,陸奥岩崎,11204,3.842
1120416,陸奥岩崎,1120417,陸奥沢辺,11204,2.485
1120417,陸奥沢辺,1120418,ウェスパ椿山,11204,2.147
1120418,ウェスパ椿山,1120419,艫作,11204,1.817
1120419,艫作,1120420,横磯,11204,3.237
1120420,横磯,1120421,深浦,11204,3.956
1120421,深浦,1120422,広戸,11204,3.474
1120422,広戸,1120423,追良瀬,11204,1.804
1120423,追良瀬,1120424,驫木,11204,2.578
1120424,驫木,1120425,風合瀬,11204,2.899
1120425,風合瀬,1120426,大戸瀬,11204,4.505
1120426,大戸瀬,1120427,千畳敷,11204,2.02
1120427,千畳敷,1120428,北金ケ沢,11204,4.164
