from_station_cd,from_station_name,to_station_cd,to_station_name,line_cd,distance_km
1141442,伊那新町,1141443,宮木,11414,1.011
1141443,宮木,1141444,辰野,11414,1.105
1141501,米原,1141502,坂田,11415,2.357
1141502,坂田,1141503,田村,11415,2.345
1141503,田村,1141504,長浜,11415,2.936
1141504,長浜,1141505,虎姫,11415,5.128
1141505,虎姫,1141506,河毛,11415,2.75
1141506,河毛,1141507,高月,11415,2.661
1141507,高月,1141508,木ノ本,11415,4.215
1141508,木ノ本,1141509,余呉,11415,3.792
1141509,余呉,1141510,近江塩津,11415,4.246
1141510,近江塩津,1141511,新疋田,11415,7.595
1141511,新疋田,1141512,敦賀,11415,6.025
1141512,敦賀,1141513,南今庄,11415,15.888
1141513,南今庄,1141514,今庄,11415,2.169
1141514,今庄,1141515,湯尾,11415,3.417
1141515,湯尾,1141516,南条,11415,3.192
1141516,南条,1141517,王子保,11415,4.563
1141517,王子保,1141518,武生,11415,4.141
1141518,武生,1141519,鯖江,11415,4.743
1141519,鯖江,1141520,北鯖江,11415,3.246
1141520,北鯖江,1141521,大土呂,11415,4.636
1141521,大土呂,1141522,越前花堂,11415,3.142
1141522,越前花堂,1141523,福井,11415,2.635
1141523,福井,1141524,森田,11415,5.263
1141524,森田,1141525,春江,11415,2.247
1141525,春江,1141526,丸岡,11415,3.762
1141526,丸岡,1141527,芦原温泉,11415,5.778
1141527,芦原温泉,1141528,細呂木,11415,3.561
1141528,細呂木,1141529,牛ノ谷,11415,2.994
1141529,牛ノ谷,1141530,大聖寺,11415,5.405
1141530,大聖寺,1141531,加賀温泉,11415,3.944
1141531,加賀温泉,1141532,動橋,11415,3.056
1141532,動橋,1141533,粟津,11415,4.802
1141533,粟津,1141534,小松,11415,5.791
1141534,小松,1141535,明峰,11415,2.69
1141535,明峰,1141536,能美根上,11415,2.99
1141536,能美根上,1141537,小舞子,11415,3.027
1141537,小舞子,1141538,美川,11415,1.666
1141538,美川,1141539,加賀笠間,11415,3.902
1141539,加賀笠間,1141540,松任,11415,4.358
1141540,松任,1141541,野々市,11415,3.294
1141541,野々市,1141542,西金沢,11415,2.438
1141542,西金沢,1141543,金沢,11415,3.669
1141601,岐阜,1141602,長森,11416,4.293
1141602,長森,1141603,那加,11416,2.949
1141603,那加,1141604,蘇原,11416,3.273
1141604,蘇原,1141605,各務ケ原,11416,2.69
1141605,各務ケ原,1141606,鵜沼,11416,4.043
1141606,鵜沼,1141607,坂祝,11416,4.277
1141607,坂祝,1141608,美濃太田,11416,4.414
1141608,美濃太田,1141609,古井,11416,2.852
1141609,古井,1141610,中川辺,11416,3.681
1141610,中川辺,1141611,下麻生,11416,3.683
1141611,下麻生,1141612,上麻生,11416,4.084
1141612,上麻生,1141613,白川口,11416,7.332
1141613,白川口,1141614,下油井,11416,5.992
1141614,下油井,1141615,飛騨金山,11416,3.635
1141615,飛騨金山,1141616,焼石,11416,7.791
1141616,焼石,1141617,下呂,11416,9.536
1141617,下呂,1141618,禅昌寺,11416,5.023
1141618,禅昌寺,1141619,飛騨萩原,11416,3.057
1141619,飛騨萩原,1141620,上呂,11416,4.079
1141620,上呂,1141621,飛騨宮田,11416,3.42
1141621,飛騨宮田,1141622,飛騨小坂,11416,3.146
1141622,飛騨小坂,1141623,渚,11416,6.279
1141623,渚,1141624,久々野,11416,5.743
1141624,久々野,1141625,飛騨一ノ宮,11416,4.794
1141625,飛騨一ノ宮,1141626,高山,11416,5.816
1141626,高山,1141627,上枝,11416,4.517
1141627,上枝,1141628,飛騨国府,11416,4.285
1141628,飛騨国府,1141629,飛騨古川,11416,3.703
1141629,飛騨古川,1141630,杉崎,11416,2.396
1141630,杉崎,1141631,飛騨細江,11416,2.363
1141631,飛騨細江,1141632,角川,11416,5.261
1141632,角川,1141633,坂上,11416,3.962
1141633,坂上,1141634,打保,11416,7.209
1141634,打保,1141635,杉原,11416,3.681
1141635,杉原,1141636,猪谷,11416,7.441
1141636,猪谷,1141637,楡原,11416,6.469
1141637,楡原,1141638,笹津,11416,3.961
1141638,笹津,1141639,東八尾,11416,4.468
1141639,東八尾,1141640,越中八尾,11416,3.273
1141640,越中八尾,1141641,千里,11416,4.843
1141641,千里,1141642,速星,11416,4.121
1141642,速星,1141645,婦中鵜坂,11416,1.476
1141645,婦中鵜坂,1141643,西富山,11416,2.718
1141643,西富山,1141644,富山,11416,3.223
1141701,高岡,1141714,新高岡,11417,1.609
1141714,新高岡,1141702,二塚,11417,1.46
1141702,二塚,1141703,林,11417,1.249
1141703,林,1141704,戸出,11417,2.635
1141704,戸出,1141705,油田,11417,3.464
1141705,油田,1141706,砺波,11417,2.559
1141706,砺波,1141707,東野尻,11417,2.182
1141707,東野尻,1141708,高儀,11417,1.48
1141708,高儀,1141709,福野,11417,2.322
1141709,福野,1141710,東石黒,11417,2.629
1141710,東石黒,1141711,福光,11417,2.679
1141711,福光,1141712,越中山田,11417,2.336
1141712,越中山田,1141713,城端,11417,2.228
1141801,高岡,1141802,越中中川,11418,1.489
1141802,越中中川,1141803,能町,11418,2.319
1141803,能町,1141804,伏木,11418,3.148
1141804,伏木,1141805,越中国分,11418,1.609
1141805,越中国分,1141806,雨晴,11418,1.703
1141806,雨晴,1141807,島尾,11418,2.583
1141807,島尾,1141808,氷見,11418,3.091
1141901,津幡,1141902,中津幡,11419,1.741
1141902,中津幡,1141903,本津幡,11419,0.918
1141903,本津幡,1141904,能瀬,11419,2.136
1141904,能瀬,1141905,宇野気,11419,3.622
1141905,宇野気,1141906,横山,11419,3.034
1141906,横山,1141907,高松,11419,2.547
1141907,高松,1141908,免田,11419,3.462
1141908,免田,1141909,宝達,11419,2.977
1141909,宝達,1141910,敷浪,11419,3.293
1141910,敷浪,1141911,南羽咋,11419,2.474
1141911,南羽咋,1141912,羽咋,11419,3.073
1141912,羽咋,1141913,千路,11419,3.802
1141913,千路,1141914,金丸,11419,3.516
1141914,金丸,1141915,能登部,11419,3.56
1141915,能登部,1141916,良川,11419,2.847
1141916,良川,1141917,能登二宮,11419,2.216
1141917,能登二宮,1141918,徳田,11419,2.765
1141918,徳田,1141919,七尾,11419,4.863
1141919,七尾,1141920,和倉温泉,11419,5.025
1142001,敦賀,1142002,敦賀港,11420,2.084
1142101,福井,1142102,越前花堂,11421,2.635
1142102,越前花堂,1142103,六条,11421,2.266
1142103,六条,1142104,足羽,11421,1.502
1142104,足羽,1142105,越前東郷,11421,1.818
1142105,越前東郷,1142106,一乗谷,11421,2.202
1142106,一乗谷,1142107,越前高田,11421,2.275
1142107,越前高田,1142108,市波,11421,1.195
1142108,市波,1142109,小和清水,11421,1.875
1142109,小和清水,1142110,美山,11421,2.436
1142110,美山,1142111,越前薬師,11421,1.886
1142111,越前薬師,1142112,越前大宮,11421,2.354
1142112,越前大宮,1142113,計石,11421,2.272
1142113,計石,1142114,牛ケ原,11421,2.933
1142114,牛ケ原,1142115,北大野,11421,1.854
1142115,北大野,1142116,越前大野,11421,1.821
1142116,越前大野,1142117,越前田野,11421,2.732
1142117,越前田野,1142118,越前富田,11421,1.36
1142118,越前富田,1142119,下唯野,11421,2.526
1142119,下唯野,1142120,柿ケ島,11421,0.98
1142120,柿ケ島,1142121,勝原,11421,2.422
1142121,勝原,1142122,越前下山,11421,6.245
1142122,越前下山,1142123,九頭竜湖,11421,2.977
1142201,東舞鶴,1142202,松尾寺,11422,5.373
1142202,松尾寺,1142203,青郷,11422,4.524
1142203,青郷,1142204,三松,11422,2.042
1142204,三松,1142205,若狭高浜,11422,2.461
1142205,若狭高浜,1142206,若狭和田,11422,3.086
1142206,若狭和田,1142207,若狭本郷,11422,3.441
1142207,若狭本郷,1142208,加斗,11422,4.289
1142208,加斗,1142209,勢浜,11422,3.794
1142209,勢浜,1142210,小浜,11422,3.6
1142210,小浜,1142211,東小浜,11422,3.282
1142211,東小浜,1142212,新平野,11422,2.727
1142212,新平野,1142213,上中,11422,4.518
1142213,上中,1142214,若狭有田,11422,2.691
1142214,若狭有田,1142215,大鳥羽,11422,2.151
1142215,大鳥羽,1142216,十村,11422,2.96
1142216,十村,1142217,藤井,11422,2.008
1142217,藤井,1142218,三方,11422,2.581
1142218,三方,1142219,気山,11422,3.292
1142219,気山,1142220,美浜,11422,3.319
1142220,美浜,1142221,東美浜,11422,4.549
1142221,東美浜,1142222,粟野,11422,3.778
1142222,粟野,1142223,西敦賀,11422,3.667
1142223,西敦賀,1142224,敦賀,11422,3.081
1150101,熱海,1150102,函南,11501,9.723
1150102,函南,1150103,三島,11501,5.78
1150103,三島,1150104,沼津,11501,5.312
1150104,沼津,1150105,片浜,11501,4.11
1150105,片浜,1150106,原,11501,2.439
1150106,原,1150107,東田子の浦,11501,4.539
1150107,東田子の浦,1150108,吉原,11501,3.971
1150108,吉原,1150109,富士,11501,4.763
1150109,富士,1150110,富士川,11501,3.185
1150110,富士川,1150111,新蒲原,11501,2.575
1150111,新蒲原,1150112,蒲原,11501,2.389
1150112,蒲原,1150113,由比,11501,3.313
1150113,由比,1150114,興津,11501,5.698
1150114,興津,1150115,清水,11501,4.425
1150115,清水,1150116,草薙,11501,4.839
1150116,草薙,1150117,東静岡,11501,3.281
1150117,東静岡,1150118,静岡,11501,2.701
1150118,静岡,1150119,安倍川,11501,4.079
1150119,安倍川,1150120,用宗,11501,2.083
1150120,用宗,1150121,焼津,11501,6.754
1150121,焼津,1150122,西焼津,11501,3.308
1150122,西焼津,1150123,藤枝,11501,3.203
1150123,藤枝,1150124,六合,11501,4.724
1150124,六合,1150125,島田,11501,2.832
1150125,島田,1150126,金谷,11501,4.54
1150126,金谷,1150127,菊川,11501,7.34
1150127,菊川,1150128,掛川,11501,6.516
1150128,掛川,1150129,愛野,11501,5.229
1150129,愛野,1150130,袋井,11501,3.479
1150130,袋井,1150131,磐田,11501,7.58
1150131,磐田,1150132,豊田町,11501,2.944
1150132,豊田町,1150133,天竜川,11501,3.778
1150133,天竜川,1150134,浜松,11501,4.319
1150201,浜松,1150203,高塚,11502,5.11
1150203,高塚,1150204,舞阪,11502,5.045
1150204,舞阪,1150205,弁天島,11502,2.192
1150205,弁天島,1150206,新居町,11502,3.152
1150206,新居町,1150207,鷲津,11502,3.262
1150207,鷲津,1150208,新所原,11502,5.685
1150208,新所原,1150209,二川,11502,4.162
1150209,二川,1150210,豊橋,11502,6.62
1150210,豊橋,1150211,西小坂井,11502,4.681
1150211,西小坂井,1150212,愛知御津,11502,3.714
1150212,愛知御津,1150213,三河大塚,11502,3.089
1150213,三河大塚,1150214,三河三谷,11502,3.217
1150214,三河三谷,1150215,蒲郡,11502,2.012
1150215,蒲郡,1150216,三河塩津,11502,2.313
1150216,三河塩津,1150217,三ケ根,11502,2.59
1150217,三ケ根,1150218,幸田,11502,2.827
1150218,幸田,1150242,相見,11502,3.015
1150242,相見,1150219,岡崎,11502,4.3
1150219,岡崎,1150220,西岡崎,11502,3.895
1150220,西岡崎,1150221,安城,11502,3.606
1150221,安城,1150222,三河安城,11502,2.623
1150222,三河安城,1150223,東刈谷,11502,1.803
1150223,東刈谷,1150240,野田新町,11502,1.738
1150240,野田新町,1150224,刈谷,11502,1.769
1150224,刈谷,1150225,逢妻,11502,1.845
1150225,逢妻,1150226,大府,11502,2.87
1150226,大府,1150227,共和,11502,3.026
1150227,共和,1150241,南大高,11502,2.315
1150241,南大高,1150228,大高,11502,1.703
1150228,大高,1150229,笠寺,11502,3.143
1150229,笠寺,1150230,熱田,11502,4.14
1150230,熱田,1150231,金山,11502,1.724
1150231,金山,1150232,尾頭橋,11502,0.974
1150232,尾頭橋,1150233,名古屋,11502,2.771
1150233,名古屋,1150234,枇杷島,11502,3.596
1150234,枇杷島,1150235,清洲,11502,3.87
1150235,清洲,1150236,稲沢,11502,3.307
1150236,稲沢,1150237,尾張一宮,11502,5.823
1150237,尾張一宮,1150238,木曽川,11502,5.504
1150238,木曽川,1150239,岐阜,11502,7.046
1150301,岐阜,1150302,西岐阜,11503,3.049
1150302,西岐阜,1150303,穂積,11503,2.836
1150303,穂積,1150304,大垣,11503,7.582
1150304,大垣,1150305,荒尾,11503,3.252
1150305,荒尾,1150306,美濃赤坂,11503,1.474
1150306,美濃赤坂,1150307,垂井,11503,4.989
1150307,垂井,1150308,関ケ原,11503,5.551
1150308,関ケ原,1150309,柏原,11503,6.496
1150309,柏原,1150310,近江長岡,11503,3.097
1150310,近江長岡,1150311,醒ケ井,11503,4.374
1150311,醒ケ井,1150312,米原,11503,5.208
1150401,熱海,1150402,来宮,11504,1.226
1150402,来宮,1150403,伊豆多賀,11504,4.373
1150403,伊豆多賀,1150404,網代,11504,2.198
1150404,網代,1150405,宇佐美,11504,4.221
1150405,宇佐美,1150406,伊東,11504,3.616
1150501,国府津,1150502,下曽我,11505,3.684
1150502,下曽我,1150503,上大井,11505,2.722
1150503,上大井,1150504,相模金子,11505,1.746
1150504,相模金子,1150505,松田,11505,1.902
1150505,松田,1150506,東山北,11505,2.954
1150506,東山北,1150507,山北,11505,2.513
1150507,山北,1150508,谷峨,11505,3.86
1150508,谷峨,1150509,駿河小山,11505,3.769
1150509,駿河小山,1150510,足柄,11505,3.323
1150510,足柄,1150511,御殿場,11505,5.606
1150511,御殿場,1150512,南御殿場,11505,2.634
1150512,南御殿場,1150513,富士岡,11505,2.272
1150513,富士岡,1150514,岩波,11505,4.707
1150514,岩波,1150515,裾野,11505,4.933
1150515,裾野,1150516,長泉なめり,11505,2.79
1150516,長泉なめり,1150517,下土狩,11505,2.175
1150517,下土狩,1150518,大岡,11505,1.81
1150518,大岡,1150519,沼津,11505,2.47
1150601,大府,1150602,尾張森岡,11506,1.825
1150602,尾張森岡,1150603,緒川,11506,1.393
1150603,緒川,1150604,石浜,11506,1.511
1150604,石浜,1150605,東浦,11506,2.038
1150605,東浦,1150606,亀崎,11506,3.514
1150606,亀崎,1150607,乙川,11506,2.504
1150607,乙川,1150608,半田,11506,1.42
1150608,半田,1150609,東成岩,11506,2.303
1150609,東成岩,1150610,武豊,11506,2.318
1150701,多治見,1150702,小泉,11507,2.402
1150702,小泉,1150703,根本,11507,1.68
1150703,根本,1150704,姫,11507,2.796
1150704,姫,1150705,下切,11507,1.512
1150705,下切,1150706,可児,11507,3.319
1150706,可児,1150707,美濃川合,11507,2.538
1150707,美濃川合,1150708,美濃太田,11507,2.347
1150801,名古屋,1150802,八田,11508,3.601
1150802,八田,1150803,春田,11508,3.581
1150803,春田,1150804,蟹江,11508,1.787
1150804,蟹江,1150805,永和,11508,2.879
1150805,永和,1150806,弥富,11508,4.092
1150806,弥富,1150807,長島,11508,3.241
1150807,長島,1150808,桑名,11508,3.585
1150808,桑名,1150809,朝日,11508,4.421
1150809,朝日,1150810,富田,11508,2.888
1150810,富田,1150811,富田浜,11508,1.317
1150811,富田浜,1150812,四日市,11508,4.175
1150812,四日市,1150813,南四日市,11508,3.009
1150813,南四日市,1150814,河原田,11508,3.575
1150814,河原田,1150815,河曲,11508,3.125
1150815,河曲,1150816,加佐登,11508,3.576
1150816,加佐登,1150817,井田川,11508,4.186
1150817,井田川,1150818,亀山,11508,4.351
1150901,亀山,1150902,関,11509,5.082
1150902,関,1150903,加太,11509,5.022
1150903,加太,1150904,柘植,11509,7.736
1150904,柘植,1150905,新堂,11509,5.33
1150905,新堂,1150906,佐那具,11509,4.384
1150906,佐那具,1150907,伊賀上野,11509,4.04
1150907,伊賀上野,1150908,島ケ原,11509,6.715
1150908,島ケ原,1150909,月ケ瀬口,11509,2.837
1150909,月ケ瀬口,1150910,大河原,11509,3.441
1150910,大河原,1150911,笠置,11509,5.072
1150911,笠置,1150912,加茂,11509,5.953
1151001,亀山,1151002,下庄,11510,4.796
1151002,下庄,1151003,一身田,11510,5.999
1151003,一身田,1151004,津,11510,3.334
1151004,津,1151005,阿漕,11510,3.456
1151005,阿漕,1151006,高茶屋,11510,4.103
1151006,高茶屋,1151007,六軒,11510,5.554
1151007,六軒,1151008,松阪,11510,5.186
1151008,松阪,1151009,徳和,11510,3.032
1151009,徳和,1151010,多気,11510,4.548
1151010,多気,1151011,相可,11510,2.918
1151011,相可,1151012,佐奈,11510,2.763
1151012,佐奈,1151013,栃原,11510,4.645
1151013,栃原,1151014,川添,11510,4.313
1151014,川添,1151015,三瀬谷,11510,6.495
1151015,三瀬谷,1151016,滝原,11510,3.869
1151016,滝原,1151017,阿曽,11510,3.199
1151017,阿曽,1151018,伊勢柏崎,11510,3.794
1151018,伊勢柏崎,1151019,大内山,11510,4.097
1151019,大内山,1151020,梅ケ谷,11510,2.244
1151020,梅ケ谷,1151021,紀伊長島,11510,5.629
1151021,紀伊長島,1151022,三野瀬,11510,7.023
1151022,三野瀬,1151023,船津,11510,5.705
1151023,船津,1151024,相賀,11510,3.369
1151024,相賀,1151025,尾鷲,11510,5.393
1151025,尾鷲,1151026,大曽根浦,11510,3.318
1151026,大曽根浦,1151027,九鬼,11510,5.417
1151027,九鬼,1151028,三木里,11510,4.043
1151028,三木里,1151029,賀田,11510,3.518
1151029,賀田,1151030,二木島,11510,3.675
1151030,二木島,1151031,新鹿,11510,3.618
1151031,新鹿,1151032,波田須,11510,2.057
1151032,波田須,1151033,大泊,11510,2.048
1151033,大泊,1151034,熊野市,11510,2.266
1151034,熊野市,1151035,有井,11510,1.926
1151035,有井,1151036,神志山,11510,4.583
1151036,神志山,1151037,紀伊市木,11510,1.469
1151037,紀伊市木,1151038,阿田和,11510,2.836
1151038,阿田和,1151039,紀伊井田,11510,5.29
1151039,紀伊井田,1151040,鵜殿,11510,2.697
1151040,鵜殿,1151041,新宮,11510,2.344
1151101,柘植,1151102,油日,11511,5.314
1151102,油日,1151103,甲賀,11511,2.007
1151103,甲賀,1151104,寺庄,11511,3.142
1151104,寺庄,1151105,甲南,11511,2.092
1151105,甲南,1151106,貴生川,11511,2.66
1151106,貴生川,1151107,三雲,11511,4.752
1151107,三雲,1151108,甲西,11511,3.769
1151108,甲西,1151109,石部,11511,3.28
1151109,石部,1151110,手原,11511,5.009
1151110,手原,1151111,草津,11511,3.359
1151201,多気,1151202,外城田,11512,3.039
1151202,外城田,1151203,田丸,11512,3.541
1151203,田丸,1151204,宮川,11512,3.888
1151204,宮川,1151205,山田上口,11512,2.157
1151205,山田上口,1151206,伊勢市,11512,1.501
1151206,伊勢市,1151207,五十鈴ケ丘,11512,2.809
1151207,五十鈴ケ丘,1151208,二見浦,11512,3.531
1151208,二見浦,1151209,松下,11512,2.184
1151209,松下,1151210,池の浦シーサイド,11512,1.439
1151210,池の浦シーサイド,1151211,鳥羽,11512,2.721
1151301,松阪,1151302,上ノ庄,11513,4.075
1151302,上ノ庄,1151303,権現前,11513,2.69
1151303,権現前,1151304,伊勢八太,11513,4.629
1151304,伊勢八太,1151305,一志,11513,1.287
1151305,一志,1151306,井関,11513,2.547
1151306,井関,1151307,伊勢大井,11513,2.649
1151307,伊勢大井,1151308,伊勢川口,11513,2.605
1151308,伊勢川口,1151309,関ノ宮,11513,1.92
1151309,関ノ宮,1151310,家城,11513,2.294
1151310,家城,1151311,伊勢竹原,11513,3.038
1151311,伊勢竹原,1151312,伊勢鎌倉,11513,4.015
1151312,伊勢鎌倉,1151313,伊勢八知,11513,2.459
1151313,伊勢八知,1151314,比津,11513,2.673
1151314,比津,1151315,伊勢奥津,11513,2.411
1160101,米原,1160102,彦根,11601,5.303
1160102,彦根,1160103,南彦根,11601,3.221
1160103,南彦根,1160104,河瀬,11601,3.092
1160104,河瀬,1160105,稲枝,11601,3.723
1160105,稲枝,1160106,能登川,11601,3.671
1160106,能登川,1160107,安土,11601,5.104
1160107,安土,1160108,近江八幡,11601,3.555
1160108,近江八幡,1160109,篠原,11601,3.852
1160109,篠原,1160110,野洲,11601,5.629
1160110,野洲,1160111,守山,11601,3.131
1160111,守山,1160112,栗東,11601,2.054
1160112,栗東,1160113,草津,11601,2.259
1160113,草津,1160114,南草津,11601,2.54
1160114,南草津,1160115,瀬田,11601,2.706
1160115,瀬田,1160116,石山,11601,2.458
1160116,石山,1160117,膳所,11601,2.814
1160117,膳所,1160118,大津,11601,1.502
1160118,大津,1160119,山科,11601,4.522
1160119,山科,1160120,京都,11601,5.424
1160201,京都,1160202,西大路,11602,2.423
1160202,西大路,1160216,桂川,11602,2.653
1160216,桂川,1160203,向日町,11602,1.111
1160203,向日町,1160204,長岡京,11602,3.58
1160204,長岡京,1160205,山崎,11602,3.999
1160205,山崎,1160215,島本,11602,1.88
1160215,島本,1160206,高槻,11602,5.397
1160206,高槻,1160217,JR総持寺,11602,4.374
1160217,JR総持寺,1160207,摂津富田,11602,1.747
1160207,摂津富田,1160208,茨木,11602,3.806
1160208,茨木,1160209,千里丘,11602,2.795
1160209,千里丘,1160210,岸辺,11602,1.867
1160210,岸辺,1160211,吹田,11602,2.232
1160211,吹田,1160212,東淀川,11602,3.205
1160212,東淀川,1160213,新大阪,11602,0.613
1160213,新大阪,1160214,大阪,11602,3.581
1160301,大阪,1160302,塚本,11603,2.667
1160302,塚本,1160303,尼崎,11603,4.004
1160303,尼崎,1160304,立花,11603,3.012
1160304,立花,1160305,甲子園口,11603,2.301
1160305,甲子園口,1160306,西宮,11603,2.35
1160306,西宮,1160316,さくら夙川,11603,1.609
1160316,さくら夙川,1160307,芦屋,11603,2.258
1160307,芦屋,1160308,甲南山手,11603,1.368
1160308,甲南山手,1160309,摂津本山,11603,1.509
1160309,摂津本山,1160310,住吉,11603,1.59
1160310,住吉,1160311,六甲道,11603,2.189
1160311,六甲道,1160317,摩耶,11603,1.411
1160317,摩耶,1160312,灘,11603,0.843
1160312,灘,1160313,三ノ宮,11603,2.326
1160313,三ノ宮,1160314,元町,11603,0.905
1160314,元町,1160315,神戸,11603,1.406
1160501,京都,1160502,山科,11605,5.424
1160502,山科,1160503,大津京,11605,5.117
1160503,大津京,1160504,唐崎,11605,2.956
1160504,唐崎,1160505,比叡山坂本,11605,2.511
1160505,比叡山坂本,1160506,おごと温泉,11605,3.371
1160506,おごと温泉,1160507,堅田,11605,3.189
1160507,堅田,1160508,小野,11605,2.104
1160508,小野,1160509,和邇,11605,2.53
1160509,和邇,1160510,蓬莱,11605,2.419
1160510,蓬莱,1160511,志賀,11605,2.362
1160511,志賀,1160512,比良,11605,2.62
1160512,比良,1160513,近江舞子,11605,2.284
1160513,近江舞子,1160514,北小松,11605,2.142
1160514,北小松,1160515,近江高島,11605,5.684
1160515,近江高島,1160516,安曇川,11605,4.069
1160516,安曇川,1160517,新旭,11605,3.379
1160517,新旭,1160518,近江今津,11605,4.569
1160518,近江今津,1160519,近江中庄,11605,5.014
1160519,近江中庄,1160520,マキノ,11605,2.933
1160520,マキノ,1160521,永原,11605,7.028
1160521,永原,1160522,近江塩津,11605,5.249
1160701,加茂,1160702,木津,11607,4.492
1160702,木津,1160703,平城山,11607,3.135
1160703,平城山,1160704,奈良,11607,3.423
1160704,奈良,1160705,郡山,11607,4.424
1160705,郡山,1160706,大和小泉,11607,3.809
1160706,大和小泉,1160707,法隆寺,11607,3.25
1160707,法隆寺,1160708,王寺,11607,3.197
1160708,王寺,1160709,三郷,11607,1.788
1160709,三郷,1160710,河内堅上,11607,2.788
1160710,河内堅上,1160711,高井田,11607,2.244
1160711,高井田,1160712,柏原,11607,2.192
1160712,柏原,1160713,志紀,11607,1.654
1160713,志紀,1160714,八尾,11607,2.561
1160714,八尾,1160715,久宝寺,11607,1.339
1160715,久宝寺,1160716,加美,11607,1.633
1160716,加美,1160717,平野,11607,1.47
1160717,平野,1160718,東部市場前,11607,1.497
1160718,東部市場前,1160719,天王寺,11607,2.395
1160719,天王寺,1160720,新今宮,11607,1.237
1160720,新今宮,1160721,今宮,11607,0.865
1160721,今宮,1160722,ＪＲ難波,11607,1.382
1160801,神戸,1160802,兵庫,11608,1.747
1160802,兵庫,1160803,新長田,11608,2.152
1160803,新長田,1160804,鷹取,11608,1.117
1160804,鷹取,1160822,須磨海浜公園,11608,0.936
1160822,須磨海浜公園,1160805,須磨,11608,1.375
1160805,須磨,1160806,塩屋,11608,2.866
1160806,塩屋,1160807,垂水,11608,2.739
1160807,垂水,1160808,舞子,11608,1.833
1160808,舞子,1160809,朝霧,11608,1.983
1160809,朝霧,1160810,明石,11608,2.348
1160810,明石,1160811,西明石,11608,3.502
1160811,西明石,1160812,大久保,11608,2.615
1160812,大久保,1160813,魚住,11608,3.434
1160813,魚住,1160814,土山,11608,3.101
1160814,土山,1160815,東加古川,11608,3.346
1160815,東加古川,1160816,加古川,11608,3.646
1160816,加古川,1160817,宝殿,11608,3.137
1160817,宝殿,1160818,曽根,11608,3.979
1160818,曽根,1160819,ひめじ別所,11608,2.032
1160819,ひめじ別所,1160820,御着,11608,2.063
1160820,御着,1160823,東姫路,11608,2.257
1160823,東姫路,1160821,姫路,11608,2.015
1160901,姫路,1160902,英賀保,11609,4.496
1160902,英賀保,1160918,はりま勝原,11609,2.82
1160918,はりま勝原,1160903,網干,11609,2.78
1160903,網干,1160904,竜野,11609,5.803
1160904,竜野,1160905,相生,11609,4.513
1160905,相生,1160906,有年,11609,7.214
1160906,有年,1160907,上郡,11609,5.557
1160907,上郡,1160908,三石,11609,9.903
1160908,三石,1160909,吉永,11609,6.52
1160909,吉永,1160910,和気,11609,5.017
1160910,和気,1160911,熊山,11609,4.244
1160911,熊山,1160912,万富,11609,3.853
1160912,万富,1160913,瀬戸,11609,4.415
1160913,瀬戸,1160914,上道,11609,4.356
1160914,上道,1160915,東岡山,11609,3.343
1160915,東岡山,1160916,高島,11609,2.791
1160916,高島,1160919,西川原,11609,2.018
1160919,西川原,1160917,岡山,11609,2.08
1161001,岡山,1161002,北長瀬,11610,3.393
1161002,北長瀬,1161003,庭瀬,11610,3.041
1161003,庭瀬,1161004,中庄,11610,4.604
1161004,中庄,1161005,倉敷,11610,4.795
1161005,倉敷,1161006,西阿知,11610,3.863
1161006,西阿知,1161007,新倉敷,11610,5.085
1161007,新倉敷,1161008,金光,11610,5.914
1161008,金光,1161009,鴨方,11610,3.39
1161009,鴨方,1161010,里庄,11610,4.013
1161010,里庄,1161011,笠岡,11610,4.233
1161011,笠岡,1161012,大門,11610,5.977
1161012,大門,1161013,東福山,11610,3.191
1161013,東福山,1161014,福山,11610,4.078
1161014,福山,1161015,備後赤坂,11610,5.478
1161015,備後赤坂,1161016,松永,11610,4.9
1161016,松永,1161017,東尾道,11610,2.93
1161017,東尾道,1161018,尾道,11610,4.986
1161018,尾道,1161019,糸崎,11610,8.242
1161019,糸崎,1161020,三原,11610,2.147
1161101,三原,1161102,本郷,11611,8.837
1161102,本郷,1161103,河内,11611,11.113
1161103,河内,1161104,入野,11611,3.641
1161104,入野,1161105,白市,11611,2.657
1161105,白市,1161106,西高屋,11611,4.05
1161106,西高屋,1161107,西条,11611,4.384
1161107,西条,1161131,寺家,11611,2.129
1161131,寺家,1161108,八本松,11611,3.255
1161108,八本松,1161109,瀬野,11611,8.771
1161109,瀬野,1161110,中野東,11611,2.656
1161110,中野東,1161111,安芸中野,11611,1.96
1161111,安芸中野,1161112,海田市,11611,3.675
1161112,海田市,1161113,向洋,11611,2.291
1161113,向洋,1161114,天神川,11611,1.649
1161114,天神川,1161130,新白島,11611,3.947
1161130,新白島,1161115,広島,11611,1.771
1161115,広島,1161116,横川,11611,2.706
1161116,横川,1161117,西広島,11611,2.477
1161117,西広島,1161118,新井口,11611,4.13
1161118,新井口,1161119,五日市,11611,2.428
1161119,五日市,1161120,廿日市,11611,3.107
1161120,廿日市,1161121,宮内串戸,11611,1.552
1161121,宮内串戸,1161122,阿品,11611,2.893
1161122,阿品,1161123,宮島口,11611,1.624
1161123,宮島口,1161124,前空,11611,1.678
1161124,前空,1161125,大野浦,11611,2.987
1161125,大野浦,1161126,玖波,11611,4.665
